TradeYear,Y,Size,Tenure,Distance,RoomNumber,Youseki,Reform
2024,18.60300230074632,75,18,3,2,700,0
2024,18.197537192638155,50,14,5,2,500,0
2024,18.246327356807587,55,19,1,2,500,0
2024,17.14771506813948,25,26,3,1,700,1
2024,17.341871082580436,25,9,4,1,700,0
2019,18.049617062561534,60,6,2,2,500,0
2019,17.034386382832476,20,16,2,1,500,0
2019,17.553180176247643,40,6,4,1,700,0
2019,16.90655301132259,20,15,3,1,500,0
2019,16.90655301132259,20,20,3,1,500,0
2019,18.064005800013632,80,29,5,2,700,1
2019,17.875953568510692,65,17,3,3,700,0
2019,17.909855120186375,50,8,4,2,700,0
2019,17.665658159674333,35,9,4,1,500,0
2019,16.64872390202049,20,17,5,1,500,0
2019,17.50439001207821,35,8,4,1,700,0
2019,16.759949537130716,20,15,3,1,500,1
2019,17.47907220409392,35,8,4,1,500,0
2019,17.37085861945369,40,6,5,1,500,0
2019,16.811242831518264,20,16,2,1,500,0
2019,17.47907220409392,35,8,4,1,500,0
2019,17.4264284706085,45,19,3,1,500,0
2019,17.80449460452855,70,19,4,3,700,0
2019,17.72753356339242,50,13,3,1,700,0
2019,17.942644943009366,60,6,2,2,500,0
2019,17.37085861945369,55,14,4,2,500,0
2019,18.132998671500584,70,14,3,3,500,0
2024,17.858561825798823,40,18,2,1,700,0
2024,18.197537192638155,55,18,2,2,700,1
2019,17.50439001207821,45,17,3,2,600,0
2024,18.420680743952367,65,9,3,3,700,0
2024,17.686711568872166,50,17,4,2,600,0
2024,17.14771506813948,20,20,2,1,700,0
2024,18.197537192638155,50,5,2,2,600,0
2024,17.24949776244942,20,22,4,1,600,0
2024,17.182806387950748,20,22,4,1,600,0
2024,18.184958410431296,45,4,3,2,600,0
2024,18.420680743952367,55,22,4,2,600,1
2019,18.222229805228526,65,17,4,3,600,1
2019,17.50439001207821,35,17,4,1,600,1
2019,17.858561825798823,65,17,4,1,600,0
2019,18.31532022829454,80,3,4,3,600,0
2024,18.890684373198102,70,2,3,3,600,0
2019,16.90655301132259,20,18,4,1,600,1
2024,16.811242831518264,15,41,1,1,700,1
2024,18.683045008419857,70,10,2,3,600,0
2019,16.90655301132259,20,15,3,1,600,0
2019,17.216707939626428,25,17,1,1,500,0
2019,17.4264284706085,35,12,2,1,500,0
2019,18.105969999112666,55,0,3,2,600,0
2019,17.785802471516394,40,0,3,1,600,0
2019,18.064005800013632,50,0,3,2,600,0
2019,16.951004773893423,20,18,4,1,600,0
2019,17.7073308560749,40,6,1,1,700,0
2019,15.89495209964411,25,36,1,1,700,0
2019,18.197537192638155,55,0,3,2,600,0
2019,18.326370064481125,70,0,2,3,600,0
2024,18.258161814454592,65,8,13,2,400,0
2024,18.358805340234277,65,9,11,3,400,0
2024,18.683045008419857,70,9,10,3,400,0
2024,18.0051652999907,65,15,13,2,500,0
2024,19.008467408854486,100,9,10,3,400,0
2024,18.60300230074632,70,8,13,3,400,0
2024,18.326370064481125,55,9,10,2,400,0
2024,18.51599092375669,90,26,9,3,400,0
2024,18.420680743952367,70,9,10,3,400,0
2024,17.942644943009366,50,15,6,2,400,0
2024,17.72753356339242,70,11,12,3,400,0
2024,18.60300230074632,70,9,10,2,400,0
2024,18.60300230074632,70,9,10,2,400,0
2024,18.82614585206053,75,11,11,2,400,0
2024,18.34811005111753,55,8,13,2,400,0
2024,18.82614585206053,85,11,12,2,400,0
2024,18.683045008419857,70,9,10,3,400,0
2024,18.51599092375669,70,9,10,2,400,0
2024,18.258161814454592,65,9,10,2,400,0
2024,18.369387449564815,60,8,13,2,400,0
2024,18.064005800013632,70,26,9,2,400,0
2024,18.60300230074632,95,15,13,2,500,0
2024,18.358805340234277,75,15,13,3,500,0
2024,17.7473361906886,40,26,9,1,400,1
2024,18.258161814454592,55,8,13,2,400,0
2024,18.132998671500584,55,9,11,2,400,0
2024,18.60300230074632,70,9,10,2,400,0
2024,18.34811005111753,75,15,13,3,500,0
2024,17.7667542765457,40,26,9,1,400,1
2024,18.75715298057358,70,9,10,2,400,0
2024,18.420680743952367,70,9,11,3,400,0
2019,18.31532022829454,80,6,11,3,400,0
2019,17.974393641323946,55,4,9,2,400,0
2019,17.553180176247643,45,10,12,2,500,0
2019,18.09217667698033,70,4,9,2,400,0
2019,17.785802471516394,55,21,9,1,400,1
2019,17.909855120186375,55,4,11,2,400,0
2019,18.0051652999907,60,6,11,2,400,0
2019,17.858561825798823,50,4,11,2,400,0
2019,17.840862248699423,50,4,11,2,400,0
2019,17.80449460452855,65,6,11,3,400,0
2019,18.078190435005588,75,4,11,3,400,0
2019,17.312018119430753,65,36,8,3,400,0
2019,18.078190435005588,70,4,11,3,400,0
2019,18.197537192638155,70,4,10,2,400,0
2019,18.246327356807587,70,4,9,2,400,0
2019,17.80449460452855,70,21,9,2,400,0
2019,18.246327356807587,70,4,10,3,400,0
2019,18.146243898250606,55,4,10,2,400,0
2019,18.197537192638155,70,4,9,2,400,0
2019,17.785802471516394,55,10,12,3,500,0
2019,17.875953568510692,55,4,11,2,400,0
2019,18.02020317735524,65,4,11,3,400,0
2019,17.942644943009366,55,3,13,2,400,0
2019,18.222229805228526,70,4,8,2,400,0
2019,17.47907220409392,35,21,9,1,400,1
2019,17.312018119430753,35,10,12,1,500,0
2019,18.246327356807587,70,4,9,3,400,0
2019,18.197537192638155,70,4,9,3,400,0
2019,17.80449460452855,40,4,8,2,400,0
2019,18.184958410431296,70,4,9,2,400,1
2019,18.258161814454592,70,4,9,2,400,0
2019,18.184958410431296,70,4,9,3,400,1
2019,18.258161814454592,70,4,9,2,400,0
2019,18.09217667698033,70,3,13,3,400,0
2019,17.341871082580436,40,21,9,1,400,0
2019,18.049617062561534,65,4,11,3,400,0
2019,17.875953568510692,50,4,10,2,400,0
2019,18.03501826314038,55,4,9,2,400,0
2019,18.064005800013632,75,4,11,3,400,0
2019,18.0051652999907,65,4,11,3,400,0
2019,17.858561825798823,50,4,11,2,400,0
2019,18.184958410431296,65,4,11,3,400,0
2024,18.60300230074632,70,5,12,2,400,0
2024,18.82614585206053,70,5,12,2,400,0
2024,18.82614585206053,90,5,12,3,400,0
2024,18.258161814454592,50,5,12,2,400,0
2024,18.420680743952367,55,8,14,2,400,0
2024,17.7473361906886,35,21,2,1,500,1
2019,16.951004773893423,20,16,3,1,500,0
2019,17.50439001207821,55,21,3,1,500,0
2019,16.951004773893423,20,15,2,1,700,0
2024,17.216707939626428,20,20,1,1,600,0
2024,17.182806387950748,20,20,1,1,600,0
2024,18.172219384653864,60,19,1,3,600,0
2019,18.09217667698033,70,12,2,2,600,0
2019,17.926384422137584,55,4,2,2,600,0
2019,17.111347423968603,20,15,1,1,600,0
2019,17.875953568510692,60,14,2,2,600,0
2019,17.553180176247643,35,15,1,1,600,1
2024,18.146243898250606,55,19,2,2,500,0
2024,17.553180176247643,25,9,1,1,700,0
2024,17.909855120186375,50,10,2,1,600,0
2024,18.03501826314038,40,21,2,1,700,1
2024,16.99356438831222,20,20,5,1,500,0
2024,18.75715298057358,70,7,4,2,500,0
2024,18.159315979817958,50,10,2,1,600,0
2024,16.90655301132259,20,18,3,1,500,0
2024,17.553180176247643,25,9,1,1,700,0
2024,16.99356438831222,20,19,4,1,500,0
2019,17.034386382832476,20,18,2,1,500,0
2019,17.98989782785991,60,19,1,2,700,1
2019,17.281246460764002,40,14,4,1,500,0
2019,16.90655301132259,15,15,3,1,600,0
2019,17.341871082580436,40,18,2,1,500,0
2019,17.312018119430753,30,9,3,1,500,0
2019,17.399029496420383,40,14,2,1,700,0
2019,16.64872390202049,15,20,1,1,500,0
2019,16.90655301132259,20,15,3,1,600,0
2019,17.893048001869992,60,15,2,2,700,0
2019,16.588099280204055,20,16,2,1,500,0
2024,17.576710673657836,45,21,5,2,500,0
2024,17.64415195445337,35,21,5,2,500,0
2024,18.60300230074632,70,9,6,3,500,0
2024,17.840862248699423,40,9,5,1,500,0
2019,17.64415195445337,40,4,6,1,500,0
2019,18.02020317735524,60,3,5,2,500,0
2019,17.7073308560749,50,19,4,2,500,0
2019,17.4264284706085,45,30,7,3,500,1
2019,18.358805340234277,70,2,8,3,500,0
2019,17.875953568510692,55,4,6,2,500,0
2019,17.216707939626428,35,19,4,1,500,0
2019,17.926384422137584,70,14,6,3,500,0
2019,17.111347423968603,20,15,6,1,500,0
2019,17.45309671769066,35,7,8,1,500,0
2024,17.958645284355807,30,5,6,1,500,0
2024,18.197537192638155,40,5,6,1,500,0
2024,16.860032995687696,40,13,3,1,500,0
2024,18.75715298057358,70,5,6,3,500,0
2024,17.958645284355807,40,13,4,1,500,0
2024,18.184958410431296,45,5,6,1,500,0
2019,16.70588231586044,20,14,5,1,500,0
2019,17.599700191882537,35,3,6,1,500,0
2024,17.7073308560749,35,46,5,1,300,1
2019,16.811242831518264,25,36,9,1,300,0
2019,19.11382792451231,105,12,6,2,300,1
2019,19.11382792451231,105,12,3,2,300,1
2024,19.162618088681743,70,15,7,1,400,0
2024,19.296149481306266,70,16,4,2,400,0
2024,18.326370064481125,70,15,7,2,400,0
2024,19.11382792451231,70,16,4,2,400,0
2024,17.80449460452855,40,46,5,1,300,1
2024,16.523560759066484,15,39,6,1,300,0
2024,18.683045008419857,45,15,7,1,400,0
2024,19.879295766651882,100,15,7,2,400,0
2024,19.06253463012476,75,15,7,2,400,0
2024,17.7667542765457,30,21,2,2,500,0
2024,16.454567887579532,15,39,6,1,300,0
2024,17.622173047734595,30,27,4,1,400,0
2024,20.009915949068947,105,15,7,3,400,0
2024,17.909855120186375,50,46,5,2,300,0
2024,19.11382792451231,70,15,7,2,400,0
2024,19.06253463012476,70,15,7,2,400,0
2019,16.06680235657077,15,48,6,1,300,0
2019,16.0978929436408,15,48,6,1,300,0
2019,16.213405830762646,15,40,4,1,400,0
2019,18.420680743952367,50,11,4,1,400,0
2019,17.24949776244942,20,17,2,1,400,1
2019,16.523560759066484,25,48,6,1,300,0
2019,18.51599092375669,75,6,5,2,300,0
2019,19.552082855443466,105,11,4,3,400,0
2019,17.034386382832476,25,40,3,1,400,1
2019,18.75715298057358,85,11,5,2,400,1
2019,17.14771506813948,30,22,4,1,400,0
2019,18.246327356807587,45,10,7,1,400,0
2019,17.7667542765457,35,10,7,1,400,0
2019,18.420680743952367,55,4,6,2,400,0
2024,17.599700191882537,20,21,6,1,400,1
2024,17.622173047734595,30,26,4,1,400,0
2024,18.02020317735524,30,26,4,1,400,1
2024,17.37085861945369,30,26,4,1,400,1
2024,19.296149481306266,105,41,2,3,400,0
2019,16.99356438831222,20,20,5,2,400,0
2019,17.182806387950748,20,20,5,1,400,0
2024,18.358805340234277,65,13,8,2,300,1
2024,17.24949776244942,20,41,7,1,300,1
2024,17.72753356339242,35,26,4,1,300,1
2024,18.358805340234277,40,13,2,1,400,0
2019,17.24949776244942,20,15,7,1,300,0
2019,17.50439001207821,30,41,2,1,300,1
2019,16.454567887579532,15,40,2,1,500,0
2024,17.111347423968603,20,23,1,1,600,0
2024,17.50439001207821,25,16,1,1,500,0
2024,18.119575651168443,40,17,3,1,500,0
2024,17.622173047734595,25,10,3,1,400,0
2024,17.399029496420383,20,16,1,1,500,0
2024,18.951308995014536,70,25,3,3,500,1
2024,17.14771506813948,20,23,1,1,600,0
2024,17.14771506813948,20,23,1,1,600,0
2024,17.64415195445337,45,53,1,1,600,0
2024,17.4264284706085,20,24,1,1,500,0
2019,18.60300230074632,90,19,5,3,500,0
2019,17.909855120186375,50,19,5,1,500,0
2019,16.90655301132259,15,20,1,1,600,0
2019,18.683045008419857,70,19,5,2,500,1
2019,17.4264284706085,45,53,1,2,600,0
2019,16.759949537130716,25,47,1,1,500,1
2019,17.281246460764002,20,19,2,1,500,0
2019,16.860032995687696,20,18,1,1,400,0
2024,17.182806387950748,20,45,10,1,500,0
2024,19.879295766651882,90,10,7,2,500,0
2019,19.90228528487658,105,16,6,4,300,1
2019,18.420680743952367,65,6,6,2,300,0
2024,17.182806387950748,20,18,10,1,400,0
2024,17.281246460764002,30,44,3,1,400,1
2024,18.234351165760874,55,13,11,3,400,0
2024,17.14771506813948,20,18,10,1,400,0
2019,17.822843743196746,60,8,11,3,400,0
2019,17.182806387950748,25,5,6,1,400,0
2019,16.951004773893423,25,12,13,1,400,0
2024,19.552082855443466,90,1,2,2,400,0
2024,17.64415195445337,25,1,6,1,400,0
2024,18.683045008419857,55,1,6,2,400,0
2024,18.09217667698033,55,24,2,2,400,0
2024,16.99356438831222,20,18,5,1,400,0
2024,17.64415195445337,35,8,4,1,400,0
2019,17.822843743196746,75,18,2,3,400,0
2019,17.553180176247643,50,19,2,1,400,0
2019,17.576710673657836,50,19,2,1,400,0
2019,17.665658159674333,65,18,2,2,400,0
2024,16.951004773893423,15,46,3,1,700,1
2024,16.860032995687696,15,46,3,1,700,0
2024,18.28141867661886,50,9,13,2,400,0
2024,18.683045008419857,65,9,13,3,400,1
2024,18.390221536467656,55,24,13,2,600,0
2024,17.7473361906886,45,16,15,1,400,0
2024,19.25358986688747,80,21,7,2,700,0
2024,17.073607095985757,25,16,15,1,400,0
2024,18.951308995014536,80,19,19,2,400,1
2024,19.11382792451231,75,21,6,2,700,1
2024,18.82614585206053,80,19,19,3,400,1
2024,18.420680743952367,70,19,11,2,400,0
2024,18.51599092375669,80,18,15,3,400,1
2024,18.60300230074632,65,21,7,1,700,0
2024,17.785802471516394,45,19,11,1,600,0
2019,17.822843743196746,65,14,18,2,400,0
2019,17.665658159674333,45,14,11,1,600,0
2019,17.665658159674333,45,14,18,1,400,0
2019,17.858561825798823,60,14,18,2,400,0
2019,17.622173047734595,30,11,15,1,400,0
2019,18.246327356807587,80,14,18,2,400,0
2019,17.529082624668582,35,14,11,1,400,1
2019,17.686711568872166,45,14,18,1,400,0
2019,18.51599092375669,100,14,18,3,400,0
2019,17.98989782785991,75,14,11,1,400,0
2019,18.37985874943211,100,14,15,3,400,0
2019,17.974393641323946,80,14,18,2,400,0
2019,18.369387449564815,100,14,18,2,400,0
2019,17.399029496420383,35,14,11,1,400,0
2019,18.337299135013314,70,16,8,2,700,0
2019,18.234351165760874,80,14,18,3,400,0
2019,17.665658159674333,60,14,18,2,400,0
2019,18.269857854217783,70,16,8,2,700,0
2019,18.420680743952367,100,14,18,2,400,1
2019,17.974393641323946,55,5,11,2,600,1
2019,17.909855120186375,75,13,15,2,400,0
2019,18.09217667698033,70,14,11,2,400,0
2019,17.926384422137584,75,14,18,2,400,0
2019,17.858561825798823,55,5,11,1,600,0
2019,17.909855120186375,60,14,18,2,400,0
2019,17.785802471516394,55,14,18,2,400,0
2019,18.234351165760874,90,14,11,2,400,0
2024,18.269857854217783,35,19,6,1,400,0
2024,18.269857854217783,50,19,6,2,400,0
2024,18.60300230074632,80,19,6,3,400,1
2024,18.03501826314038,50,19,14,1,400,0
2024,17.875953568510692,45,19,7,1,400,0
2024,18.105969999112666,50,24,14,2,600,1
2024,18.03501826314038,60,19,6,2,400,0
2024,18.82614585206053,90,19,6,3,400,0
2024,18.75715298057358,85,19,6,3,400,1
2024,18.60300230074632,65,19,6,2,400,1
2024,18.420680743952367,75,19,6,3,400,1
2024,18.29284737244248,80,20,10,3,400,0
2024,18.31532022829454,60,19,6,2,400,0
2024,17.974393641323946,45,19,6,1,400,0
2024,18.420680743952367,75,19,6,2,400,1
2024,18.358805340234277,75,19,14,3,400,0
2024,18.683045008419857,80,19,6,2,400,0
2019,18.0051652999907,75,15,9,3,400,0
2019,18.0051652999907,55,37,5,2,600,1
2019,17.111347423968603,35,35,4,2,400,0
2024,17.50439001207821,25,6,3,1,500,0
2024,18.51599092375669,55,20,3,1,400,1
2024,18.890684373198102,75,20,3,2,400,0
2024,18.064005800013632,60,25,8,2,500,0
2024,17.182806387950748,20,22,2,1,500,0
2024,17.341871082580436,20,22,2,1,500,0
2019,17.034386382832476,20,17,1,1,500,0
2019,16.99356438831222,20,18,5,1,500,0
2019,17.073607095985757,20,17,2,1,500,0
2019,17.4264284706085,30,4,9,1,500,0
2019,17.4264284706085,35,15,3,1,400,0
2019,17.822843743196746,45,20,5,1,500,1
2019,16.759949537130716,25,38,5,1,500,1
2019,17.073607095985757,20,17,2,1,500,0
2019,17.182806387950748,20,17,1,1,500,0
2019,17.45309671769066,25,4,3,1,400,0
2019,17.785802471516394,65,20,5,2,400,0
2024,17.599700191882537,25,9,7,1,500,0
2024,17.553180176247643,25,9,7,1,500,0
2019,17.24949776244942,20,4,7,1,500,0
2019,17.312018119430753,30,6,7,1,500,0
2019,17.182806387950748,20,4,7,1,500,0
2019,17.24949776244942,20,4,7,1,500,0
2019,17.840862248699423,55,37,3,2,500,1
2024,18.420680743952367,55,17,7,2,500,0
2019,18.172219384653864,60,12,6,2,500,0
2024,17.858561825798823,30,13,5,1,400,0
2024,17.073607095985757,20,10,4,1,700,0
2024,16.811242831518264,25,44,2,1,500,0
2024,18.369387449564815,50,13,5,2,400,0
2024,17.034386382832476,20,22,4,1,600,0
2019,18.159315979817958,65,18,4,2,400,0
2019,18.51599092375669,85,18,4,2,400,0
2019,17.073607095985757,20,15,4,1,700,0
2019,18.184958410431296,60,13,4,2,700,0
2019,17.034386382832476,20,17,7,1,700,0
2019,17.312018119430753,20,15,4,1,500,0
2019,17.312018119430753,25,8,7,1,400,0
2019,18.51599092375669,80,18,4,1,400,0
2019,18.09217667698033,60,13,4,1,700,0
2019,16.951004773893423,30,39,3,1,500,0
2019,18.326370064481125,80,18,4,2,400,0
2019,17.37085861945369,25,15,4,1,500,1
2019,17.529082624668582,25,1,7,1,500,1
2019,16.70588231586044,30,40,3,1,700,0
2019,17.45309671769066,25,8,7,1,400,0
2019,17.553180176247643,25,1,7,1,500,0
2019,17.4264284706085,20,15,5,1,500,0
2024,17.576710673657836,40,42,9,1,400,1
2024,17.399029496420383,30,41,8,1,400,1
2024,17.073607095985757,20,22,8,1,400,0
2019,17.341871082580436,25,5,8,1,400,0
2024,19.06253463012476,95,18,8,3,400,0
2024,20.261230377349854,105,1,12,3,400,0
2024,18.31532022829454,50,10,6,2,400,0
2024,18.683045008419857,85,18,8,3,400,1
2024,18.400478036634848,95,18,8,3,400,0
2024,18.078190435005588,40,1,12,1,400,0
2024,19.11382792451231,95,18,8,3,400,1
2024,17.073607095985757,20,22,9,1,400,0
2024,19.25358986688747,100,18,14,3,400,0
2024,16.38045991542581,15,44,10,1,400,1
2024,18.304146927696415,45,18,8,1,400,1
2024,17.073607095985757,20,23,13,1,400,0
2024,18.31532022829454,50,18,8,1,400,0
2024,19.209138104316636,105,17,8,3,400,1
2024,18.51599092375669,75,18,14,3,400,0
2024,17.034386382832476,15,24,9,1,400,0
2024,18.75715298057358,85,17,11,3,400,0
2024,17.7473361906886,50,42,10,2,400,0
2024,19.008467408854486,85,1,10,3,400,0
2024,17.622173047734595,55,41,11,3,400,0
2024,18.890684373198102,85,18,8,3,400,1
2024,16.99356438831222,20,24,9,1,400,0
2024,17.599700191882537,40,46,5,2,400,1
2024,18.119575651168443,40,3,9,1,400,0
2024,18.420680743952367,75,18,14,2,400,0
2024,17.312018119430753,20,10,8,1,400,0
2024,17.281246460764002,20,10,8,1,400,0
2024,17.111347423968603,20,18,7,1,400,0
2019,18.82614585206053,80,4,10,1,400,0
2019,18.184958410431296,75,12,8,2,400,0
2019,18.31532022829454,85,13,8,3,400,0
2019,17.034386382832476,25,43,5,1,400,1
2019,18.105969999112666,65,4,10,2,400,0
2019,19.296149481306266,105,12,8,2,400,0
2019,17.45309671769066,50,37,10,1,400,1
2019,17.599700191882537,55,36,10,3,400,1
2019,17.45309671769066,55,36,10,3,400,0
2019,18.105969999112666,65,5,6,3,400,0
2019,17.7073308560749,70,37,10,2,400,1
2019,18.159315979817958,55,4,10,2,400,0
2019,16.588099280204055,35,38,9,1,400,0
2019,17.875953568510692,65,18,9,3,400,0
2019,16.811242831518264,20,18,11,1,400,0
2019,16.99356438831222,20,17,9,1,400,0
2019,18.234351165760874,80,13,14,2,400,0
2019,17.111347423968603,20,17,9,1,400,0
2019,18.31532022829454,85,13,8,3,400,1
2019,16.523560759066484,25,42,9,1,400,0
2019,16.64872390202049,20,18,11,1,400,1
2019,17.111347423968603,25,17,9,1,400,0
2019,17.4264284706085,25,5,8,1,400,0
2019,16.99356438831222,40,39,11,2,400,0
2019,16.90655301132259,40,37,10,1,400,1
2019,17.893048001869992,55,12,8,1,400,0
2019,18.03501826314038,55,4,10,2,400,0
2019,16.90655301132259,20,15,6,1,400,0
2019,17.47907220409392,40,41,5,2,400,1
2019,17.312018119430753,25,12,10,1,400,0
2019,17.72753356339242,55,40,2,2,600,1
2024,17.399029496420383,20,16,4,1,600,1
2024,18.60300230074632,60,3,3,2,600,0
2024,17.312018119430753,25,10,3,1,600,0
2024,17.875953568510692,50,26,3,1,600,0
2019,17.45309671769066,40,36,2,1,700,0
2019,17.216707939626428,25,13,2,1,700,0
2024,19.296149481306266,105,23,3,3,500,0
2024,19.06253463012476,100,26,8,3,300,0
2024,19.67344371244773,105,6,5,3,500,0
2024,18.390221536467656,45,23,3,1,500,1
2019,17.98989782785991,60,22,4,2,300,0
2019,18.172219384653864,60,18,3,2,500,1
2019,17.622173047734595,40,7,12,1,400,0
2019,18.51599092375669,65,4,9,2,400,0
2024,18.951308995014536,70,19,6,1,400,0
2024,18.683045008419857,45,1,3,1,400,0
2024,18.60300230074632,65,24,4,2,300,0
2024,16.588099280204055,20,53,7,1,300,1
2024,17.576710673657836,35,42,8,1,300,1
2024,18.890684373198102,55,1,3,2,400,0
2024,17.14771506813948,20,19,4,1,400,0
2024,18.890684373198102,105,34,7,3,300,1
2024,18.420680743952367,70,23,8,2,400,0
2024,18.60300230074632,60,25,5,2,400,0
2024,18.75715298057358,60,19,6,1,400,1
2024,17.622173047734595,25,1,3,1,400,0
2024,19.162618088681743,85,19,6,2,400,1
2024,18.197537192638155,55,21,3,1,500,0
2024,19.450300161133523,70,1,3,2,400,0
2024,16.90655301132259,20,21,5,1,400,1
2024,19.41393251696265,80,1,3,3,400,0
2024,18.60300230074632,55,19,6,1,400,0
2024,19.296149481306266,90,19,6,2,400,0
2024,19.25358986688747,85,19,6,2,400,1
2024,17.893048001869992,30,1,3,1,400,0
2019,19.06253463012476,90,14,2,2,400,1
2019,18.683045008419857,75,18,4,3,300,1
2019,17.822843743196746,45,12,10,1,400,0
2019,17.4264284706085,40,36,8,1,300,0
2019,17.281246460764002,25,10,4,1,400,0
2019,17.599700191882537,35,21,2,1,400,1
2019,17.7667542765457,50,36,7,1,300,1
2019,17.312018119430753,25,7,7,1,300,0
2019,17.24949776244942,25,7,7,1,300,0
2019,18.064005800013632,50,6,2,2,400,0
2019,17.50439001207821,35,38,3,1,400,0
2024,18.890684373198102,80,16,10,2,400,0
2024,17.909855120186375,40,18,10,1,300,0
2019,18.064005800013632,45,11,10,1,400,0
2024,17.858561825798823,30,24,1,1,300,0
2024,19.6146032124248,105,35,2,3,500,1
2024,20.125428836190792,105,8,11,3,300,0
2024,16.300417207752275,20,19,1,1,500,0
2019,18.951308995014536,105,30,4,3,300,1
2019,19.008467408854486,95,15,2,2,500,0
2019,17.822843743196746,45,20,6,2,500,1
2019,18.269857854217783,75,28,6,2,500,0
2019,18.159315979817958,55,6,1,2,500,0
2019,17.785802471516394,35,6,1,1,500,0
2019,18.683045008419857,80,5,4,2,500,0
2019,17.111347423968603,20,7,4,1,200,0
2019,16.454567887579532,15,43,3,1,500,0
2024,17.312018119430753,20,18,4,1,600,0
2024,17.47907220409392,25,11,4,1,600,0
2024,17.529082624668582,25,4,6,1,600,0
2024,17.576710673657836,25,5,5,1,700,0
2019,16.38045991542581,25,42,4,1,600,0
2019,17.034386382832476,20,17,4,1,600,0
2019,17.50439001207821,30,48,1,1,1000,0
2019,17.111347423968603,20,16,5,1,700,0
2019,17.341871082580436,30,15,8,1,600,0
2024,17.893048001869992,50,18,3,1,600,0
2019,17.98989782785991,55,13,2,2,600,0
2024,18.31532022829454,60,23,3,2,500,0
2024,19.41393251696265,105,44,6,3,200,1
2024,19.25358986688747,105,44,6,2,200,1
2019,17.37085861945369,35,43,11,1,200,1
2019,17.034386382832476,30,40,5,1,600,0
2019,18.369387449564815,105,39,6,2,200,0
2019,18.420680743952367,105,39,8,3,200,0
2024,19.008467408854486,55,3,1,2,500,0
2024,17.216707939626428,20,21,8,1,400,0
2024,19.25358986688747,75,1,3,3,500,0
2024,19.450300161133523,80,2,1,3,500,0
2024,18.683045008419857,60,20,6,2,500,1
2024,18.60300230074632,65,20,6,1,500,1
