TradeYear,Y,Size,Tenure,Distance,RoomNumber,Youseki,Reform
2024,18.28141867661886,65,8,3,3,200,0
2019,16.951004773893423,20,9,1,1,200,0
2019,17.974393641323946,65,3,3,3,200,1
2024,18.09217667698033,60,12,3,3,500,1
2019,17.111347423968603,30,15,5,1,500,1
2024,16.759949537130716,25,19,3,1,300,0
2019,16.70588231586044,20,14,3,1,300,0
2019,17.50439001207821,60,31,4,3,200,1
2024,16.90655301132259,35,53,3,2,400,1
2024,17.14771506813948,40,39,1,1,500,0
2024,17.553180176247643,55,41,3,2,500,0
2024,17.073607095985757,25,10,5,1,300,0
2024,17.64415195445337,75,39,3,2,300,0
2024,17.14771506813948,25,6,3,1,300,1
2019,16.860032995687696,20,13,2,1,400,0
2019,16.759949537130716,35,34,1,2,500,0
2019,16.38045991542581,20,28,1,1,500,0
2019,16.213405830762646,20,28,1,1,500,0
2019,17.341871082580436,75,34,3,3,300,0
2019,16.588099280204055,20,13,2,1,400,0
2019,17.47907220409392,50,15,3,2,200,0
2019,13.304684934198283,15,30,2,1,200,0
2019,16.213405830762646,15,27,7,1,300,0
2019,15.363073066680286,15,30,2,1,200,0
2024,17.182806387950748,25,9,6,1,200,0
2024,17.111347423968603,25,9,6,1,200,0
2019,17.073607095985757,25,4,6,1,200,0
2024,17.858561825798823,80,32,6,3,150,1
2019,17.576710673657836,65,20,4,3,150,0
2019,17.576710673657836,65,13,9,3,100,0
2024,17.7473361906886,70,10,7,3,300,0
2019,16.951004773893423,20,0,7,1,300,0
2019,17.37085861945369,80,28,13,3,100,1
2019,17.281246460764002,60,9,8,3,300,0
2019,17.47907220409392,60,9,8,3,300,0
2019,16.811242831518264,20,0,8,1,300,0
2024,17.182806387950748,50,33,15,2,200,1
2019,17.7073308560749,65,10,12,3,100,0
2019,17.686711568872166,70,10,12,3,100,0
2024,17.034386382832476,50,33,18,2,200,1
2019,17.182806387950748,55,25,13,2,200,0
2024,16.759949537130716,55,26,15,2,300,0
2019,17.399029496420383,85,45,10,3,300,1
2019,16.811242831518264,65,21,14,3,300,0
2019,16.90655301132259,60,25,16,3,200,0
2019,15.226497531674536,20,33,11,1,300,0
2019,17.216707939626428,70,45,10,3,150,1
2019,17.399029496420383,65,24,16,2,100,1
2019,17.47907220409392,65,22,14,3,200,0
2024,17.4264284706085,60,27,12,3,300,0
2024,17.7667542765457,80,20,12,3,100,0
2024,16.951004773893423,25,12,4,1,300,0
2024,17.958645284355807,80,20,12,3,100,1
2019,17.341871082580436,70,13,12,3,300,0
2019,17.45309671769066,70,15,10,3,300,0
2019,17.686711568872166,70,4,14,3,300,0
2019,17.034386382832476,65,25,18,3,100,0
2019,16.64872390202049,20,12,6,1,300,0
2024,18.51599092375669,105,22,1,4,500,0
2024,17.7073308560749,40,6,3,1,300,0
2024,16.077273656438063,15,40,8,1,300,1
2024,18.119575651168443,70,22,1,2,500,0
2024,16.588099280204055,20,28,5,1,300,0
2024,18.078190435005588,70,22,1,3,500,0
2024,17.840862248699423,65,29,9,3,300,1
2024,18.34811005111753,70,2,8,3,100,0
2024,17.858561825798823,65,29,9,3,300,0
2024,18.03501826314038,55,6,3,1,300,0
2024,17.216707939626428,40,28,5,2,300,1
2024,17.858561825798823,90,14,6,2,200,1
2019,17.7473361906886,60,14,5,2,300,0
2019,17.216707939626428,50,33,4,3,400,1
2019,18.0051652999907,75,8,1,3,300,0
2019,16.38045991542581,20,22,3,1,200,0
2019,18.234351165760874,90,17,1,4,500,0
2019,16.70588231586044,35,34,8,2,300,1
2019,17.111347423968603,95,33,4,4,400,0
2019,16.012735135300492,15,22,8,1,300,0
2019,17.50439001207821,60,38,3,3,500,1
2019,17.47907220409392,65,33,3,3,200,1
2024,16.64872390202049,20,17,10,1,300,0
2024,16.64872390202049,20,19,12,1,300,0
2019,16.38045991542581,20,12,10,1,300,0
2024,17.50439001207821,55,29,8,3,300,1
2024,17.80449460452855,80,24,2,4,200,0
2024,17.4264284706085,55,24,7,3,300,1
2024,17.529082624668582,65,30,8,3,100,0
2024,16.811242831518264,25,16,4,1,300,1
2024,16.90655301132259,25,12,7,1,300,0
2024,16.90655301132259,20,13,3,1,400,0
2024,17.909855120186375,60,7,5,2,400,1
2024,16.213405830762646,25,38,3,2,300,0
2024,17.576710673657836,45,17,4,1,400,0
2024,16.811242831518264,20,15,8,1,300,0
2024,16.951004773893423,25,10,4,1,300,0
2024,17.50439001207821,55,17,4,1,400,0
2024,16.90655301132259,20,13,2,1,300,0
2024,17.034386382832476,55,29,8,3,300,0
2019,17.281246460764002,50,23,3,2,300,1
2019,17.034386382832476,25,1,2,1,400,0
2019,17.7073308560749,70,4,8,3,100,1
2019,16.38045991542581,20,26,5,1,150,1
2019,16.99356438831222,40,16,2,1,400,0
2019,17.111347423968603,70,19,13,3,300,0
2019,17.47907220409392,65,24,13,3,300,1
2019,16.951004773893423,35,12,14,2,300,0
2019,17.281246460764002,55,25,6,2,100,0
2019,16.523560759066484,20,26,5,1,150,0
2019,16.70588231586044,20,8,7,1,300,0
2019,16.70588231586044,40,44,9,2,300,1
2019,17.45309671769066,50,15,1,2,400,1
2019,16.759949537130716,20,8,3,1,300,0
2019,16.70588231586044,20,10,6,1,300,0
2024,16.454567887579532,15,19,11,1,300,0
2024,16.951004773893423,25,6,4,1,200,0
2024,17.665658159674333,65,24,8,2,200,1
2024,17.858561825798823,85,21,6,4,200,0
2019,15.068273526459642,25,30,2,1,200,0
2019,17.576710673657836,70,15,3,3,200,1
2019,17.7073308560749,75,19,8,3,200,0
2024,17.399029496420383,65,34,10,3,300,0
2024,17.37085861945369,65,50,10,2,300,1
2019,17.64415195445337,65,6,9,3,200,0
2019,16.811242831518264,20,10,13,1,300,1
2019,17.216707939626428,20,10,13,1,300,0
2024,18.0051652999907,65,6,11,3,100,0
2024,16.860032995687696,25,10,9,1,300,0
2024,18.02020317735524,105,33,10,4,300,0
2024,17.72753356339242,85,19,17,4,200,0
2024,16.90655301132259,35,33,10,1,300,0
2024,16.811242831518264,20,15,13,1,300,0
2019,17.312018119430753,75,46,19,2,300,0
2019,16.213405830762646,60,44,13,2,200,0
2019,17.7073308560749,85,14,18,4,200,0
2019,17.399029496420383,65,7,9,3,300,1
2019,16.99356438831222,35,28,11,1,200,1
2019,15.84365880525656,15,26,9,1,300,0
2019,16.90655301132259,60,39,13,3,200,0
2019,16.523560759066484,15,22,10,1,300,0
2019,16.454567887579532,15,27,8,1,300,0
2024,17.312018119430753,25,1,8,1,150,0
2024,18.09217667698033,70,21,8,3,100,0
2024,17.312018119430753,25,1,8,1,150,0
2024,17.216707939626428,45,53,8,2,200,1
2019,17.50439001207821,65,12,15,3,200,0
2019,17.958645284355807,85,16,8,4,100,0
2024,17.72753356339242,70,42,14,3,200,1
2024,17.399029496420383,60,30,14,2,200,1
2019,17.37085861945369,55,12,9,2,200,0
2019,17.281246460764002,70,16,11,3,300,0
2019,16.860032995687696,20,7,9,1,200,1
2019,17.341871082580436,70,25,12,3,200,0
2019,17.073607095985757,25,1,10,1,200,1
2019,17.034386382832476,25,1,12,1,200,0
2019,16.951004773893423,55,28,6,2,300,0
2019,17.14771506813948,65,17,16,2,200,0
2024,17.7667542765457,80,23,12,3,300,0
2024,17.47907220409392,65,34,4,3,200,1
2024,17.7667542765457,70,34,4,3,150,1
2019,16.811242831518264,20,11,11,1,200,0
2019,16.811242831518264,20,13,5,1,200,0
2019,17.399029496420383,75,15,5,3,200,0
2024,17.553180176247643,50,26,12,2,200,1
2024,17.974393641323946,70,17,8,3,300,0
2024,17.622173047734595,65,16,6,3,300,1
2019,17.576710673657836,105,21,5,4,200,0
2019,16.759949537130716,20,12,5,1,300,0
2019,17.64415195445337,90,20,19,4,300,0
2019,17.529082624668582,70,20,19,3,300,0
2019,17.4264284706085,75,23,13,3,300,0
2024,16.951004773893423,20,15,4,1,200,0
2024,16.860032995687696,20,18,4,1,200,0
2024,16.99356438831222,20,15,4,1,200,0
2019,17.822843743196746,65,16,5,3,300,1
2019,17.7073308560749,60,7,3,2,500,0
2024,17.073607095985757,25,8,5,1,300,0
2024,17.034386382832476,20,11,1,1,400,0
2024,17.341871082580436,35,18,2,1,300,0
2024,18.02020317735524,70,24,3,3,500,0
2024,16.454567887579532,15,33,3,1,500,0
2024,17.24949776244942,30,17,3,1,500,0
2024,17.4264284706085,45,31,6,2,200,0
2024,17.073607095985757,25,10,5,1,300,0
2024,16.759949537130716,20,16,4,1,200,0
2019,16.99356438831222,20,5,5,1,300,0
2019,17.7073308560749,60,19,3,2,500,1
2019,15.319587954740548,15,33,4,1,400,0
2019,17.216707939626428,35,12,3,1,500,0
2019,16.588099280204055,20,11,2,1,500,0
2019,16.99356438831222,20,5,5,1,300,0
2019,17.312018119430753,60,25,5,3,200,0
2024,17.72753356339242,70,53,6,3,400,0
2024,16.951004773893423,20,12,9,1,200,0
2024,16.99356438831222,20,14,7,1,400,0
2024,17.24949776244942,25,5,6,1,300,0
2024,17.281246460764002,25,5,6,2,300,0
2019,16.64872390202049,20,9,7,1,400,0
2019,16.11809565095832,20,30,7,1,300,0
2019,16.951004773893423,20,7,9,1,300,0
2024,16.38045991542581,20,36,6,1,200,0
2024,16.99356438831222,35,53,4,1,300,1
2024,16.90655301132259,35,48,10,1,200,1
2024,17.111347423968603,45,53,4,1,300,1
2024,16.64872390202049,35,48,10,1,200,0
2019,16.951004773893423,40,43,10,2,200,1
2019,16.300417207752275,25,43,10,2,200,0
2019,16.38045991542581,40,43,10,2,200,0
2019,17.553180176247643,60,8,7,3,200,0
2019,16.99356438831222,65,43,8,3,200,0
2019,17.281246460764002,75,45,1,3,300,0
2024,17.858561825798823,75,20,5,2,600,0
2024,16.811242831518264,20,15,5,1,600,0
2024,16.759949537130716,25,24,8,1,200,0
2024,17.034386382832476,25,9,7,1,400,1
2024,16.860032995687696,25,20,5,1,600,0
2024,17.24949776244942,25,8,8,1,400,0
2024,16.860032995687696,25,9,7,1,400,0
2024,18.09217667698033,70,23,3,3,600,0
2024,18.29284737244248,75,23,3,3,600,1
2024,16.99356438831222,20,18,4,1,600,1
2024,16.99356438831222,20,15,5,1,600,0
2024,16.99356438831222,20,25,5,1,600,0
2019,17.7667542765457,75,15,5,3,600,0
2019,16.38045991542581,20,30,4,1,600,0
2019,17.599700191882537,50,13,6,2,500,1
2019,16.90655301132259,45,49,8,1,200,1
2019,16.90655301132259,35,26,6,1,300,0
2019,16.90655301132259,20,13,4,1,600,0
2019,17.7073308560749,65,33,5,3,600,1
2019,16.90655301132259,25,20,5,1,600,1
2019,16.38045991542581,20,18,9,1,400,0
2019,17.622173047734595,65,18,9,3,200,1
2019,16.759949537130716,20,30,4,1,600,0
2019,17.875953568510692,65,7,8,3,200,0
2019,16.951004773893423,30,17,4,1,500,1
2019,17.822843743196746,75,18,3,3,600,0
2019,16.860032995687696,20,18,9,1,400,1
2019,17.64415195445337,65,11,6,2,500,0
2019,17.553180176247643,70,7,8,3,200,0
2019,15.555976732804778,20,28,7,1,200,0
2019,16.951004773893423,20,10,7,1,500,0
2019,17.7667542765457,75,15,5,3,600,0
2019,16.523560759066484,25,4,7,1,400,0
2019,16.759949537130716,20,10,7,1,500,0
2019,16.523560759066484,20,10,4,1,400,0
2019,17.622173047734595,65,14,11,3,300,0
2024,17.47907220409392,40,2,14,1,200,0
2019,17.7667542765457,75,10,9,3,200,1
2024,17.312018119430753,25,5,8,1,200,0
2024,17.341871082580436,25,5,8,1,200,0
2024,18.064005800013632,70,10,13,3,200,0
2024,17.785802471516394,60,17,9,2,200,0
2024,17.034386382832476,25,6,8,1,200,0
2024,17.24949776244942,25,5,8,2,200,0
2024,17.80449460452855,60,17,9,3,200,0
2024,17.312018119430753,25,5,8,1,200,0
2019,16.759949537130716,20,9,11,1,300,0
2019,17.281246460764002,80,21,14,4,200,0
2019,18.02020317735524,75,3,15,4,200,0
2019,16.811242831518264,20,9,11,1,300,0
2019,17.72753356339242,70,15,13,3,200,0
2019,17.281246460764002,60,46,9,2,300,1
2019,16.951004773893423,20,9,11,1,300,0
2019,16.759949537130716,20,7,13,1,200,0
2019,16.860032995687696,55,30,14,3,300,0
2024,17.840862248699423,70,9,16,3,200,0
2024,17.622173047734595,60,29,18,3,200,1
2019,17.665658159674333,90,17,11,4,200,0
2019,16.811242831518264,20,9,10,1,200,0
2019,17.665658159674333,70,13,14,3,200,0
2024,17.37085861945369,30,14,3,1,500,0
2024,18.064005800013632,70,21,4,3,500,1
2024,17.942644943009366,55,4,8,2,200,0
2024,17.599700191882537,50,34,8,2,300,1
2024,17.14771506813948,25,6,4,1,500,1
2024,17.182806387950748,40,34,8,1,300,0
2024,16.759949537130716,20,17,3,1,500,1
2019,16.70588231586044,20,11,6,1,200,0
2019,16.300417207752275,15,25,3,1,500,1
2019,17.37085861945369,50,29,8,2,300,0
2019,16.860032995687696,60,34,6,2,200,0
2019,17.24949776244942,70,34,6,3,200,0
2019,16.759949537130716,20,13,2,1,500,1
2019,17.14771506813948,25,1,4,1,400,0
2019,17.14771506813948,25,1,4,1,400,0
2019,17.182806387950748,25,1,4,1,400,0
2019,17.341871082580436,35,9,2,1,500,0
2019,17.182806387950748,25,1,4,1,500,0
2024,16.38045991542581,20,19,11,1,400,0
2024,18.222229805228526,75,15,9,3,500,0
2024,16.588099280204055,30,39,7,3,500,0
2024,17.7667542765457,65,39,11,3,200,1
2024,17.341871082580436,55,40,11,2,400,1
2024,17.599700191882537,65,50,8,2,500,1
2024,18.132998671500584,75,15,9,2,500,0
2024,17.974393641323946,65,8,10,3,200,0
2024,17.45309671769066,55,50,8,2,500,1
2019,17.45309671769066,60,34,6,3,500,1
2019,16.300417207752275,35,35,11,2,300,0
2019,17.622173047734595,55,26,10,3,400,1
2019,18.184958410431296,85,10,8,3,500,0
2019,17.785802471516394,60,16,7,2,500,1
2019,17.7667542765457,60,10,9,2,500,0
2019,17.974393641323946,70,10,9,3,500,0
2019,16.860032995687696,20,17,8,1,500,1
2019,16.811242831518264,20,17,8,1,500,0
2019,16.811242831518264,20,12,10,1,200,0
2019,17.622173047734595,70,17,7,3,300,0
2024,17.399029496420383,55,27,9,2,200,1
2024,17.45309671769066,45,8,10,1,200,0
2024,17.942644943009366,70,22,13,3,200,1
2019,16.70588231586044,20,10,11,1,200,0
2019,17.785802471516394,75,7,8,3,200,0
2019,17.281246460764002,65,21,10,3,200,0
2019,16.811242831518264,20,12,11,1,200,1
2019,17.312018119430753,65,22,9,3,200,0
2019,16.64872390202049,20,10,11,1,200,0
2019,16.759949537130716,50,23,7,3,200,0
2019,16.38045991542581,20,12,11,1,200,0
2019,17.80449460452855,70,9,10,3,300,0
2024,17.073607095985757,50,29,18,3,200,1
2019,16.300417207752275,55,35,13,3,300,0
2024,17.312018119430753,50,30,10,2,300,0
2019,17.553180176247643,65,9,11,3,200,0
2019,15.80338490611862,15,31,11,1,200,0
2019,16.64872390202049,30,12,10,1,200,0
2019,17.576710673657836,70,5,12,3,300,1
2024,16.759949537130716,20,12,7,1,200,0
2024,17.216707939626428,25,5,8,2,200,0
2024,17.858561825798823,65,22,3,3,300,1
2024,17.24949776244942,25,5,8,2,200,0
2024,18.0051652999907,80,22,3,3,300,1
2024,17.216707939626428,25,5,8,1,200,0
2024,17.599700191882537,50,26,2,2,200,0
2024,17.98989782785991,55,2,4,2,200,0
2019,16.108045315104818,15,28,8,1,200,1
2019,17.822843743196746,70,9,4,3,200,1
2019,16.860032995687696,40,26,9,1,200,0
2019,16.523560759066484,50,48,7,2,200,1
2019,16.588099280204055,20,7,7,1,200,0
2019,17.111347423968603,50,48,7,3,200,1
2019,16.70588231586044,20,7,7,1,200,0
2019,16.213405830762646,15,28,7,1,300,0
2019,16.811242831518264,35,45,12,2,300,1
2024,18.0051652999907,70,15,3,4,200,0
2024,17.073607095985757,50,52,7,2,200,1
2024,17.50439001207821,65,19,6,3,200,0
2024,16.90655301132259,40,52,7,1,200,1
2024,16.213405830762646,30,51,6,1,200,0
2019,16.70588231586044,40,31,5,1,200,0
2019,17.686711568872166,70,14,6,3,200,1
2019,16.951004773893423,55,46,4,2,200,0
2019,16.951004773893423,35,47,7,2,200,1
2019,16.300417207752275,30,46,6,2,200,0
2019,17.7073308560749,65,10,3,3,200,0
2019,16.11809565095832,35,31,4,2,200,0
2019,17.529082624668582,60,10,7,3,200,0
2019,17.7073308560749,60,4,4,3,200,0
2024,17.341871082580436,40,39,1,1,500,1
2024,17.822843743196746,60,11,10,3,100,0
2024,16.64872390202049,20,16,4,1,300,0
2024,16.759949537130716,40,51,3,2,500,0
2024,17.216707939626428,40,51,3,1,500,1
2019,15.732433170146335,15,35,2,1,500,0
2019,16.90655301132259,55,46,3,2,500,0
2019,17.576710673657836,65,46,2,3,500,1
2019,16.811242831518264,20,14,1,1,500,1
2019,16.213405830762646,15,35,2,1,500,0
2019,17.45309671769066,65,33,2,3,200,0
2024,17.858561825798823,55,21,3,2,400,0
2024,17.216707939626428,25,7,3,1,400,0
2024,16.811242831518264,45,49,5,2,500,0
2024,17.529082624668582,65,49,5,2,500,1
2024,16.300417207752275,15,36,11,1,100,0
2024,17.24949776244942,50,38,7,2,500,0
2019,16.588099280204055,20,25,7,1,500,0
2019,16.454567887579532,20,25,6,1,500,0
2019,16.523560759066484,15,25,6,1,500,0
2019,16.90655301132259,45,33,7,2,500,0
2019,16.588099280204055,15,20,4,1,500,0
2019,16.64872390202049,15,25,7,1,500,0
2019,17.312018119430753,45,33,7,2,500,1
2019,16.64872390202049,20,17,8,1,500,1
2019,16.454567887579532,15,25,7,1,500,0
2019,16.523560759066484,15,21,4,1,500,1
2019,17.45309671769066,50,33,6,2,300,1
2019,17.24949776244942,55,6,12,2,200,0
2024,16.951004773893423,20,18,1,1,300,0
2019,16.860032995687696,25,9,5,1,300,0
2024,18.064005800013632,75,22,6,3,200,1
2024,17.942644943009366,65,18,6,3,200,1
2024,17.822843743196746,65,20,7,3,200,1
2024,17.14771506813948,25,6,8,1,300,0
2024,17.034386382832476,25,6,8,1,300,0
2024,17.599700191882537,65,29,11,3,200,0
2019,17.034386382832476,25,1,7,1,300,0
2019,17.034386382832476,25,1,7,1,300,0
2019,17.034386382832476,25,1,7,1,300,0
2019,17.034386382832476,25,1,7,1,300,0
2019,17.553180176247643,80,32,3,3,300,1
2024,17.686711568872166,60,19,6,3,300,1
2024,17.50439001207821,50,26,10,2,200,1
2024,17.111347423968603,25,6,7,1,200,1
2024,17.785802471516394,60,27,3,3,500,0
2024,17.665658159674333,65,19,12,3,200,0
2024,18.82614585206053,90,9,1,4,400,0
2024,17.909855120186375,60,5,12,3,200,1
2024,17.875953568510692,50,1,7,1,200,0
2019,16.759949537130716,30,28,10,1,200,1
2019,17.50439001207821,70,14,13,3,200,0
2019,17.622173047734595,55,9,1,2,500,0
2019,18.078190435005588,95,14,12,4,200,0
2019,15.60727002719233,15,27,4,1,200,0
2019,17.553180176247643,55,9,1,2,500,0
2019,17.686711568872166,55,9,1,2,500,0
2019,17.553180176247643,65,23,4,3,150,0
2019,16.38045991542581,15,30,3,1,200,0
2019,17.341871082580436,65,35,15,3,200,1
2019,17.576710673657836,75,14,12,3,200,0
2019,16.90655301132259,20,13,3,1,150,0
2019,16.90655301132259,70,36,9,3,200,0
2019,17.14771506813948,70,36,11,3,200,0
2024,17.822843743196746,75,40,6,3,200,0
2024,17.47907220409392,75,39,9,3,200,0
2024,17.599700191882537,75,36,14,1,200,1
2024,17.909855120186375,95,36,12,4,200,1
2024,17.98989782785991,95,38,5,4,200,0
2024,17.926384422137584,85,40,6,4,200,1
2024,17.312018119430753,55,33,2,2,200,0
2024,17.974393641323946,80,35,4,3,200,0
2024,17.665658159674333,60,37,7,2,200,1
2024,17.785802471516394,90,36,10,3,200,0
2024,17.341871082580436,80,35,2,3,200,0
2024,17.576710673657836,65,40,6,3,200,1
2024,17.64415195445337,85,36,9,3,200,0
2024,17.7473361906886,60,40,6,3,200,1
2024,17.47907220409392,85,37,7,4,200,0
2024,17.7667542765457,80,38,5,3,200,0
2024,17.72753356339242,60,40,6,3,200,1
2019,17.785802471516394,80,29,4,2,200,0
2019,17.281246460764002,70,34,8,3,200,0
2019,17.576710673657836,75,33,4,3,200,0
2019,17.37085861945369,75,36,7,3,200,0
2019,17.665658159674333,70,30,2,2,200,1
2019,17.553180176247643,60,35,6,3,200,1
2019,17.553180176247643,80,34,6,3,200,1
2019,17.553180176247643,65,30,2,1,200,1
2019,17.553180176247643,65,34,7,3,200,0
2019,17.622173047734595,90,31,12,3,200,1
2019,17.37085861945369,65,32,1,2,200,0
2019,17.80449460452855,80,29,4,3,200,1
2019,17.4264284706085,85,34,6,4,200,0
2019,17.529082624668582,80,30,4,2,200,0
2019,17.47907220409392,75,34,5,3,200,0
2019,17.7073308560749,90,33,6,3,200,1
2024,17.281246460764002,25,6,6,2,200,0
2024,17.24949776244942,25,6,6,1,200,0
2024,15.60727002719233,60,37,12,3,200,0
2024,17.073607095985757,50,29,11,2,200,0
2024,17.24949776244942,25,6,6,1,200,0
2024,17.14771506813948,45,40,3,2,200,0
2024,17.182806387950748,55,36,6,2,200,0
2024,17.7073308560749,65,20,6,3,200,0
2024,17.622173047734595,60,20,6,2,200,0
2019,17.312018119430753,60,22,11,2,200,1
2019,17.553180176247643,70,14,8,3,200,1
2019,17.4264284706085,90,30,13,3,200,0
2019,16.38045991542581,15,32,7,1,200,0
2019,17.14771506813948,30,5,11,1,300,1
2024,17.399029496420383,50,27,5,2,200,0
2019,16.99356438831222,30,13,5,1,100,0
2019,17.529082624668582,65,10,11,3,200,0
2019,16.860032995687696,35,13,5,1,100,0
2024,17.14771506813948,25,7,8,1,300,0
2024,17.785802471516394,70,12,12,3,200,0
2019,17.7073308560749,80,18,10,4,200,0
2019,17.45309671769066,65,18,10,2,200,0
2019,17.553180176247643,70,16,4,3,300,0
2019,17.37085861945369,60,20,8,3,200,0
2024,17.24949776244942,55,30,7,3,300,0
2024,16.523560759066484,60,38,15,3,200,0
2024,16.99356438831222,55,39,10,2,100,0
2019,17.216707939626428,75,18,14,3,100,0
2019,16.90655301132259,50,25,7,3,300,0
2019,17.553180176247643,85,18,14,3,100,1
2019,17.034386382832476,55,20,13,3,300,0
2024,17.7473361906886,70,12,8,3,300,1
2024,17.64415195445337,55,12,8,2,300,0
2024,17.14771506813948,25,5,11,1,300,0
2024,17.216707939626428,25,5,11,1,300,1
2024,16.99356438831222,25,8,11,1,300,0
2024,17.576710673657836,65,18,16,3,100,0
2024,16.38045991542581,40,40,19,1,300,0
2024,17.80449460452855,65,5,16,4,300,0
2019,16.70588231586044,50,27,19,3,200,0
2019,17.45309671769066,80,18,19,3,200,0
2019,17.4264284706085,70,10,16,3,300,0
2024,16.70588231586044,20,17,14,1,300,0
2024,17.216707939626428,55,28,18,2,300,0
2024,16.588099280204055,20,18,14,1,300,0
2024,16.951004773893423,30,18,14,1,300,0
2019,16.811242831518264,25,13,14,1,300,0
2019,16.70588231586044,20,13,14,1,300,0
2024,17.50439001207821,65,21,18,3,200,1
2024,17.553180176247643,65,21,18,3,200,1
2024,17.312018119430753,55,25,7,3,200,1
2024,16.70588231586044,20,8,7,1,400,0
2024,16.99356438831222,50,50,5,3,200,1
2024,17.073607095985757,60,25,7,3,200,0
2024,16.70588231586044,60,29,13,3,200,0
2019,16.90655301132259,55,17,8,2,200,0
2019,16.64872390202049,70,33,6,3,200,0
2019,17.182806387950748,65,17,13,3,400,1
2019,16.811242831518264,45,32,8,1,200,1
2019,17.312018119430753,65,17,4,3,200,1
2019,16.300417207752275,65,45,4,3,200,0
2024,16.523560759066484,45,46,9,1,200,0
2024,16.213405830762646,30,37,10,1,200,1
2024,14.648419680899378,15,36,5,1,300,0
2024,17.80449460452855,65,4,4,3,300,0
2024,13.9108207377686,20,32,5,1,300,0
2024,17.4264284706085,55,4,8,3,300,0
2024,17.14771506813948,45,31,5,2,300,1
2024,17.45309671769066,50,4,8,2,300,0
2019,17.4264284706085,65,19,5,3,300,0
2019,17.281246460764002,80,17,3,4,300,0
2019,15.65606019136176,20,32,8,1,300,0
2019,15.89495209964411,20,25,8,1,500,0
2019,17.034386382832476,60,18,11,3,300,0
2019,14.880221294956703,60,14,11,2,200,1
2024,17.909855120186375,65,24,3,3,400,1
2024,17.073607095985757,25,8,3,1,300,0
2024,15.424948470398375,20,36,7,1,300,0
2024,17.64415195445337,70,26,7,3,300,0
2024,17.875953568510692,65,24,3,2,400,0
2019,17.4264284706085,65,27,4,2,300,1
2019,17.4264284706085,65,19,2,2,500,0
2019,16.38045991542581,20,11,9,1,300,0
2019,17.399029496420383,70,23,3,2,500,0
2019,16.300417207752275,60,38,4,3,500,1
2019,17.7073308560749,70,6,4,3,500,0
2019,17.399029496420383,65,7,10,3,300,0
2019,17.599700191882537,70,18,1,3,500,1
2019,16.64872390202049,45,32,3,2,300,0
2024,17.72753356339242,65,6,5,3,400,0
2024,16.90655301132259,20,7,7,1,300,1
2024,17.576710673657836,70,9,10,3,400,0
2019,17.50439001207821,70,4,10,3,400,0
2024,16.64872390202049,50,33,16,2,200,0
2024,16.077273656438063,45,42,13,2,200,0
2019,15.64005985001532,25,25,12,1,150,0
2019,16.64872390202049,80,31,11,3,200,0
2024,17.24949776244942,65,16,6,3,300,0
2024,17.312018119430753,70,26,9,3,300,1
2024,17.4264284706085,60,9,4,2,400,0
2024,17.399029496420383,60,9,5,3,400,0
2019,16.588099280204055,60,11,19,3,200,0
2024,16.860032995687696,75,26,9,3,300,0
2024,17.073607095985757,25,1,8,1,400,0
2024,17.073607095985757,25,1,8,1,400,0
2019,16.99356438831222,70,30,3,3,300,0
2024,16.11809565095832,60,46,2,2,400,0
2024,17.216707939626428,55,46,2,3,400,1
2024,16.99356438831222,55,46,2,2,400,0
2024,16.64872390202049,55,46,2,3,400,0
2019,17.111347423968603,65,41,2,3,400,1
2024,17.875953568510692,75,15,4,3,200,0
2024,17.599700191882537,60,13,8,3,400,1
2024,16.108045315104818,15,36,6,1,200,0
2024,17.553180176247643,65,9,9,2,300,0
2024,17.858561825798823,70,15,4,3,200,1
2024,16.811242831518264,45,51,7,2,200,1
2024,14.077874822431765,15,36,6,1,200,0
2024,17.858561825798823,80,23,11,4,200,1
2024,16.811242831518264,45,51,7,2,200,1
2024,15.747031969567487,20,36,9,1,200,0
2024,17.72753356339242,75,15,4,3,200,1
2024,17.111347423968603,65,45,9,2,200,0
2024,17.073607095985757,70,42,8,3,300,0
2024,17.45309671769066,65,21,5,3,400,1
2024,17.47907220409392,60,28,7,3,300,1
2024,17.785802471516394,70,19,6,3,300,1
2019,17.4264284706085,70,4,6,3,300,0
2019,17.182806387950748,70,37,8,3,300,1
2019,17.073607095985757,70,21,9,3,200,0
2019,16.454567887579532,60,40,9,3,200,0
2019,16.759949537130716,55,23,10,3,200,0
2019,17.281246460764002,35,1,5,1,300,0
2019,17.599700191882537,65,8,4,3,300,0
2019,17.529082624668582,70,10,6,3,200,0
2019,17.529082624668582,70,14,7,3,300,1
2019,17.4264284706085,70,10,6,3,200,0
2024,17.14771506813948,65,27,13,2,200,0
2024,17.034386382832476,60,27,13,3,200,0
2019,16.860032995687696,55,8,8,2,500,0
2019,17.216707939626428,75,13,9,3,500,0
2024,17.312018119430753,55,25,4,3,300,1
2019,17.341871082580436,65,2,7,3,200,0
2019,17.341871082580436,65,2,7,3,200,0
2019,16.99356438831222,55,37,8,3,200,1
2024,17.24949776244942,55,44,4,3,200,1
2024,16.70588231586044,55,44,4,3,200,0
2019,16.11809565095832,60,39,4,3,200,0
2024,17.399029496420383,60,24,3,2,200,1
2024,16.811242831518264,65,47,19,3,200,0
2024,16.99356438831222,65,47,19,3,200,1
2019,16.213405830762646,60,42,19,2,200,0
